web-scraper-order,web-scraper-start-url,name,meaning
"1553606363-2254","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Bright; Shining; White; Silver; …"
"1553606391-3484","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","First Ray of Sun; Winner; Strong; …"
"1553606384-3168","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Sun"
"1553606376-2788","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Ruler of the Empire"
"1553606372-2570","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Aasharya",""
"1553606367-2428","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Lord Krishna"
"1553606367-2337","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Abinayan",""
"1553606396-3618","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Long Life; Age; Duration of Life; …"
"1553606391-3445","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Nectar; Drink that Make Live …"
"1553606376-2682","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Adithan",""
"1553606367-2438","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Lord Vishnu"
"1553606363-2322","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Refuge"
"1553606363-2286","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Incomparable; Lord Hanuman"
"1553606391-3497","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Son of God"
"1553606367-2376","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Alagelil",""
"1553606391-3493","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Add Meaning"
"1553606389-3304","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","One who has Faith in God"
"1553606380-2957","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Protected; Unlimited"
"1553606384-3158","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","White Light; White"
"1553606391-3425","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Avant",""
"1553606396-3586","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Adway",""
"1553606391-3429","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Awadh",""
"1553606367-2483","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Infinite; Endless"
"1553606376-2700","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Akhshay",""
"1553606380-2927","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Adheesh",""
"1553606372-2528","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Aswathy",""
"1553606399-3754","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Anis",""
"1553606367-2478","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Not Struck by Death"
"1553606359-2064","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Aakashdeep",""
"1553606363-2247","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Alagappan",""
"1553606367-2463","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","God Murugan"
"1553606355-1846","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Amarendran",""
"1553606380-2924","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Adaleru",""
"1553606372-2588","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Abhishek",""
"1553606391-3396","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Arrun",""
"1553606380-2889","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Aagneya",""
"1553606380-3007","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Teacher; Another Name for Drona"
"1553606384-3081","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Arthic",""
"1553606359-2018","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Anilkumar",""
"1553606396-3620","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Help; Scarlet; Fire; King"
"1553606399-3849","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Pray; Fragrance"
"1553606391-3380","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Anves",""
"1553606372-2609","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Attach to Heart; One of the …"
"1553606399-3765","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Aram",""
"1553606363-2289","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","End Less"
"1553606396-3695","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Divine Grace; Honest; Faithful; …"
"1553606389-3272","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Learned; Meditated Upon"
"1553606399-3726","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Ahil",""
"1553606376-2783","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Lord Vishnu"
"1553606372-2510","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Arunesh",""
"1553606355-1866","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Aravindhan",""
"1553606363-2283","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","The First Vedas; Firm; One whose …"
"1553606399-3698","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Aas",""
"1553606399-3725","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Ahar",""
"1553606367-2413","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Anshuman",""
"1553606372-2614","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","The First Vedas; Lord Ganesha; …"
"1553606376-2845","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Part of God; God Venkateswara; …"
"1553606389-3219","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Aastik",""
"1553606399-3835","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Leader of God; Valuable; …"
"1553606380-2949","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Receptacle of Glory"
"1553606391-3437","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Aadesh",""
"1553606380-2955","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Invincible; Winner; Supportive; …"
"1553606367-2444","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Name of Sage; Destroyer of Sins; …"
"1553606389-3194","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Aadyot",""
"1553606399-3756","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Anna",""
"1553606372-2590","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Abimanue",""
"1553606384-3088","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Arziya",""
"1553606380-2973","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","A Polite Asking"
"1553606391-3377","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Ansar",""
"1553606391-3366","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Aneal",""
"1553606399-3839","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Close Friend; Friendly; Amiable; …"
"1553606376-2735","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Anirudh",""
"1553606389-3244","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Adhwin",""
"1553606359-2088","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Add Meaning"
"1553606355-1873","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Arulselvam",""
"1553606376-2821","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Forest Leader"
"1553606399-3760","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Anth",""
"1553606376-2731","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Anganan",""
"1553606376-2738","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Anjathe",""
"1553606389-3320","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","God Grace"
"1553606391-3372","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Anjay",""
"1553606384-3180","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Helpful"
"1553606376-2710","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Alakiya",""
"1553606376-2697","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Ajendra",""
"1553606391-3367","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Anesh",""
"1553606384-3097","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Ashvik",""
"1553606363-2310","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","The One Blessed with Long Life"
"1553606380-2858","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Athvic",""
"1553606359-2109","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Beautiful Lover"
"1553606380-2931","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Adhiyan",""
"1553606389-3261","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Ajeeth",""
"1553606391-3370","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Anith",""
"1553606363-2222","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Aatamgosh",""
"1553606359-2089","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Add Meaning"
"1553606367-2433","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Leading Light"
"1553606355-1980","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Honourable Success"
"1553606399-3731","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Ajit",""
"1553606389-3271","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Akrish",""
"1553606380-2981","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Unconquerable; Unbeatable; Another …"
"1553606363-2239","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Adimoolam",""
"1553606391-3395","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Arpan",""
"1553606399-3703","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Ala",""
"1553606399-3787","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Autumn; Bright; Short Form of …"
"1553606367-2342","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Achintya",""
"1553606376-2759","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Arshaen",""
"1553606384-3067","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Archan",""
"1553606372-2563","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Aadikesh",""
"1553606399-3704","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Ali",""
"1553606389-3344","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Immortal"
"1553606391-3426","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Avish",""
"1553606389-3265","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Ajinth",""
"1553606396-3596","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Aiden",""
"1553606380-2899","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Aarthik",""
"1553606389-3342","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","The Sun's Glory"
"1553606399-3822","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","God of Shine; Handsome; Cheerful; …"
"1553606372-2557","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Azhagan",""
"1553606399-3860","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Sun; Mythical Charioteer of the …"
"1553606389-3236","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Adarsh",""
"1553606372-2627","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","King"
"1553606355-1918","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Son of Beauty"
"1553606389-3206","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Aarish",""
"1553606363-2209","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Ayyasamy",""
"1553606396-3583","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Admik",""
"1553606380-2991","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Lord Ganesh and King"
"1553606396-3672","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Artist"
"1553606359-2058","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Aurobindo",""
"1553606384-3060","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Anveez",""
"1553606396-3584","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Advik",""
"1553606355-1958","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Skilled King; Skillful King or …"
"1553606359-2075","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Adhiyamaan",""
"1553606372-2592","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Radiance; Sparkle"
"1553606380-2915","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Abijith",""
"1553606376-2681","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Adinath",""
"1553606389-3288","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Without Beginning; Immortal; Lord …"
"1553606376-2762","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Unique Oneness"
"1553606399-3833","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Precious; A Name of Lord Ganesha; …"
"1553606376-2810","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Happiness"
"1553606376-2844","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Add Meaning"
"1553606359-2016","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Anganalan",""
"1553606396-3564","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Aarsh",""
"1553606355-1945","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Lotus; Lord Vishnu; A Tamil Saint"
"1553606396-3661","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Description of a Lion; Looking …"
"1553606380-2849","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Asslam",""
"1553606399-3815","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Victorious; Unconquerable; …"
"1553606359-2060","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Azhaguraj",""
"1553606389-3289","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Joy; Intelligent; Happiness; …"
"1553606396-3622","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Add Meaning"
"1553606359-2095","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Happiness"
"1553606396-3650","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Meaningful"
"1553606363-2311","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Add Meaning"
"1553606372-2558","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Aabharan",""
"1553606376-2743","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Anuraaj",""
"1553606384-3170","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Lotus; Wisdom; Name of God; One …"
"1553606380-2938","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Name of a Star"
"1553606380-2856","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Athish",""
"1553606384-3018","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Akshar",""
"1553606396-3647","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Respectable Man; Intelligent; …"
"1553606399-3842","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Younger; Small; Younger Brother"
"1553606399-3850","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Highness; Exalted; Quiet; Father …"
"1553606367-2451","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Lord Vishnu"
"1553606376-2764","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Wonder; Unique"
"1553606376-2715","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Ambalan",""
"1553606359-2126","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","A Slave of Blessing"
"1553606384-3179","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Made of Stone"
"1553606372-2625","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Add Meaning"
"1553606359-2029","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Anuranjan",""
"1553606384-3117","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Without Limit; Boundless; …"
"1553606384-3177","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Name of the 3rd Dynasty of Persian …"
"1553606363-2312","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Good Wish"
"1553606396-3637","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Musical; Musical Composition"
"1553606396-3533","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Ayus",""
"1553606384-3119","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Lord Indra"
"1553606372-2536","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Aththan",""
"1553606380-2952","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Light of Lord Shiva which Never …"
"1553606384-3044","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Anboli",""
"1553606372-2542","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Avaniko",""
"1553606376-2833","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Righteous"
"1553606363-2181","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Arumugan",""
"1553606372-2632","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Indestructible; Legend; Immortal; …"
"1553606367-2345","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Adhibhan",""
"1553606359-2035","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Aravaanan",""
"1553606363-2190","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Ashvinth",""
"1553606372-2612","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Victorious; Great King"
"1553606359-2103","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Son of Wind; Hanuman"
"1553606396-3542","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Aadya",""
"1553606376-2804","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Truthful; Sweet"
"1553606389-3229","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Abhidi",""
"1553606396-3646","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","One who Seeks the Right Direction"
"1553606389-3270","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Akilan",""
"1553606363-2295","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Mountain of Handsomeness"
"1553606359-2015","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Anbunambi",""
"1553606384-3111","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Handsome"
"1553606367-2473","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Add Meaning"
"1553606391-3477","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Straightforward Person by Heart; …"
"1553606384-3080","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Arshin",""
"1553606399-3865","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Forgiveness; Pure; Clean; Gather; …"
"1553606399-3751","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Anbu",""
"1553606399-3741","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Alya",""
"1553606399-3706","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Amr",""
"1553606376-2805","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Purity; Precious One"
"1553606376-2791","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Indestructible; Unbroken; Whole"
"1553606359-2043","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Arulvelan",""
"1553606384-3172","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Lotus; Wisdom; Name of God; One …"
"1553606359-2001","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Amareshan",""
"1553606359-2048","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Arunmozhi",""
"1553606391-3526","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Honourable Judge; One who Judges …"
"1553606372-2600","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Lotus"
"1553606380-2926","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Adhavan",""
"1553606380-2988","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Son of the Sun"
"1553606355-1901","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","AryaVardhan",""
"1553606363-2326","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Lord Siva"
"1553606363-2203","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Avaneesh",""
"1553606380-2853","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Aswini",""
"1553606376-2686","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Adwaita",""
"1553606355-1927","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Add Meaning"
"1553606399-3852","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Worship; Half; Wealth"
"1553606363-2218","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Aanjaneya",""
"1553606372-2626","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","An Auspicious Beginning; Sound of …"
"1553606384-3094","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Ashmik",""
"1553606367-2429","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Never Die"
"1553606396-3626","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","First One; Peak; Lord of Sun; …"
"1553606363-2210","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Azhagiri",""
"1553606359-2074","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Adhishesha",""
"1553606359-2036","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Aravindan",""
"1553606389-3242","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Adhesh",""
"1553606384-3091","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Ashith",""
"1553606372-2591","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Abimanyu",""
"1553606355-1957","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Add Meaning"
"1553606384-3059","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Anusha",""
"1553606380-2907","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Aatreya",""
"1553606396-3575","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Abaan",""
"1553606391-3409","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Ashok",""
"1553606372-2622","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Add Meaning"
"1553606359-2127","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Graceful"
"1553606396-3648","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Mountain of Strength; Exalted One; …"
"1553606399-3824","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Form of Alexander; Helper and …"
"1553606380-2876","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Azhagu",""
"1553606384-3115","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Bright; Brightness"
"1553606376-2692","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Agavoli",""
"1553606389-3262","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Ajiesh",""
"1553606399-3857","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Sky; Heaven; Celestial"
"1553606389-3312","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Long Life; Blessing; Forever"
"1553606396-3561","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Aarit",""
"1553606389-3341","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Knowledgeable; Commanding"
"1553606399-3791","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Order; Command; Old Name; The …"
"1553606372-2654","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Meaningful"
"1553606399-3819","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Nick Name; Sweet; Beautiful"
"1553606355-1971","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Destroyer of Enemies"
"1553606396-3568","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Aasik",""
"1553606372-2667","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Desire; Wish"
"1553606367-2348","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Adhithan",""
"1553606372-2596","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Add Meaning"
"1553606359-2117","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Add Meaning"
"1553606380-2888","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Aaghosh",""
"1553606363-2186","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Aryaveer",""
"1553606359-2059","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Azarudeen",""
"1553606396-3634","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Shape"
"1553606372-2589","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Abhitesh",""
"1553606396-3666","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Justice"
"1553606391-3513","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Perfect; Not Having Any …"
"1553606363-2206","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Ayngaran",""
"1553606389-3291","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","First Ray of Sun; Smart"
"1553606372-2636","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Lord"
"1553606359-1997","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Alankruth",""
"1553606399-3717","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Adhi",""
"1553606376-2775","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Gem; Gemstone"
"1553606363-2257","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Intelligent; Smart"
"1553606372-2606","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Strong; Lord Vishnu"
"1553606380-2880","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Aadavan",""
"1553606372-2657","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Name of Lord Shiva; Perfect"
"1553606372-2538","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Athulya",""
"1553606399-3748","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Amog",""
"1553606380-2917","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Abilesh",""
"1553606391-3466","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Strength of Lord Ganesha"
"1553606355-1851","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Anandavelu",""
"1553606380-2976","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Delight; Teach"
"1553606359-2014","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Anbumathi",""
"1553606363-2307","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Inner Light"
"1553606391-3488","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Blessing"
"1553606355-1884","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Aadhyangith",""
"1553606372-2532","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Atheesh",""
"1553606391-3451","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Child of the Air / Wind; Also …"
"1553606376-2790","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Unalterable; Indestructible Lord"
