web-scraper-order,web-scraper-start-url,name,meaning
"1553606359-2131","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Man Secure from Ills"
"1553606384-3183","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","A Cavalier; Light; Gods of Vision; …"
"1553606391-3374","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Anmal",""
"1553606363-2251","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Alaguraju",""
"1553606389-3337","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Focused; Powerful; Lord Vishnu"
"1553606384-3152","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Devotion; Worship"
"1553606391-3491","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Lover; Variant of Aashiq; …"
"1553606380-2875","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Azeera",""
"1553606376-2806","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Happiness"
"1553606372-2587","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Abhinjal",""
"1553606367-2393","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Anaamrit",""
"1553606384-3107","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Lord Shiva"
"1553606363-2332","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Handsome"
"1553606367-2369","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Akhilesh",""
"1553606367-2484","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Always Merry and Full of Smiles"
"1553606399-3727","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Ajai",""
"1553606355-1890","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Alavayannal",""
"1553606384-3040","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Ananda",""
"1553606391-3403","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Asees",""
"1553606372-2513","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Arushan",""
"1553606391-3433","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Ayyan",""
"1553606384-3127","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","One with a Lot of Talent"
"1553606384-3154","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Earned; Gained; Conquering …"
"1553606391-3428","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Avyan",""
"1553606372-2507","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Aruloli",""
"1553606396-3660","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Old Arabic Name; Angel of God"
"1553606391-3471","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Touching Sky Like Eagle"
"1553606399-3708","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Avi",""
"1553606376-2726","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Anandhu",""
"1553606367-2378","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Alaguvel",""
"1553606389-3201","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Aakhil",""
"1553606355-1925","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","King of Devas"
"1553606359-2141","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","The Unborn Self; Lord Murugan"
"1553606396-3673","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","The First"
"1553606391-3439","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Aadhar",""
"1553606384-3049","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Anirva",""
"1553606367-2417","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Aradhiya",""
"1553606380-3003","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Indestructible; Unbreakable; …"
"1553606355-1872","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Arivunambi",""
"1553606363-2305","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Faces of Lord Muruga; Another Name …"
"1553606384-3084","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Arvaan",""
"1553606355-1912","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Aravintharaj",""
"1553606359-2148","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Supreme Being"
"1553606372-2571","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Aashvith",""
"1553606384-3133","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Lord Krishna Lord Shiva; Name of …"
"1553606391-3399","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Arush",""
"1553606384-3167","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Precious; Unique"
"1553606363-2318","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Young; New; Novel; Innovative"
"1553606376-2694","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Ahillan",""
"1553606367-2349","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Adhithya",""
"1553606363-2217","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Aandaleeb",""
"1553606359-2066","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Aatmagupta",""
"1553606389-3330","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Leader"
"1553606389-3331","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Supreme God; Lord of the Lords; …"
"1553606399-3728","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Ajan",""
"1553606391-3470","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Most Powerful Person of the World; …"
"1553606399-3808","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Fire; Flame; Ever-young; Immortal …"
"1553606367-2449","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","The Unborn"
"1553606367-2359","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Agashtya",""
"1553606399-3737","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Alan",""
"1553606363-2238","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Adalarasu",""
"1553606372-2549","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Avittam",""
"1553606380-2891","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Aahlaad",""
"1553606384-3086","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Arvish",""
"1553606367-2357","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Adwitiya",""
"1553606389-3310","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Victory; To Succeed"
"1553606384-3033","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Amiraj",""
"1553606355-1845","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Amareendra",""
"1553606359-2164","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","King of Beauty; Handsome"
"1553606372-2580","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Abhijaya",""
"1553606355-1946","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Add Meaning"
"1553606376-2795","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Add Meaning"
"1553606355-1991","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Add Meaning"
"1553606396-3562","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Aariz",""
"1553606363-2213","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Aadishesh",""
"1553606396-3653","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","A Swordsman"
"1553606391-3454","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Lord Krishna; Lord Vishnu; Lord …"
"1553606359-2041","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Aruldasan",""
"1553606355-1937","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Love"
"1553606389-3190","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Aadhyn",""
"1553606363-2255","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Add Meaning"
"1553606380-2885","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Aaditya",""
"1553606389-3351","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","A Winner; Unconquered"
"1553606355-1973","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Loveable Person"
"1553606359-2038","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Arivarasu",""
"1553606376-2695","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Aiyanar",""
"1553606372-2531","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Athavan",""
"1553606399-3854","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Divine; Emperor"
"1553606380-2979","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Infinite; Endless; Without End"
"1553606399-3722","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Agar",""
"1553606391-3371","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Anjan",""
"1553606372-2651","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","The Sun"
"1553606355-1913","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Arivanandhan",""
"1553606359-2076","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Ajithkumar",""
"1553606359-2122","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Blossoming Flower"
"1553606376-2706","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Akshath",""
"1553606389-3241","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Adhaya",""
"1553606363-2228","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Abhibhava",""
"1553606389-3231","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Abinan",""
"1553606389-3277","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","The Sun; Begin from First; Lord of …"
"1553606355-1922","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","God Sivan"
"1553606389-3280","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","The Sun; Sunlight"
"1553606363-2275","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Add Meaning"
"1553606391-3364","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Anban",""
"1553606359-2120","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Righteous; Decent"
"1553606380-2951","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Endless; Matchless"
"1553606367-2388","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Amrendar",""
"1553606389-3305","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Success"
"1553606355-1923","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","King of Waves"
"1553606389-3223","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Aatish",""
"1553606372-2547","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Avinash",""
"1553606355-1921","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Handsome Gem"
"1553606359-2108","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Boundless; Dark Complexion; Grand …"
"1553606396-3612","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Name of King; Without Sadness; One …"
"1553606355-1847","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Amarthevan",""
"1553606355-1850","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Anandaraja",""
"1553606363-2197","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Atchayan",""
"1553606389-3217","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Aasith",""
"1553606359-2071","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Adalarasen",""
"1553606372-2550","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Avneesh",""
"1553606389-3199","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Aakash",""
"1553606384-3101","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Asmith",""
"1553606384-3108","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Immortal"
"1553606376-2754","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Arihant",""
"1553606396-3667","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Restless"
"1553606399-3713","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Aayu",""
"1553606396-3551","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Aalam",""
"1553606380-2950","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Pure; Footprint; Mark; Very Pious"
"1553606396-3543","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Aagam",""
"1553606399-3836","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Kindness; Softness; Love"
"1553606367-2460","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Permanent; Unlimited"
"1553606359-2142","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Lotus"
"1553606380-2884","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Aadidev",""
"1553606399-3838","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Many; More; Lots and Lots"
"1553606396-3668","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Add Meaning"
"1553606376-2824","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Add Meaning"
"1553606359-2050","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Arvindraj",""
"1553606380-3016","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Study"
"1553606355-1869","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Arivalagan",""
"1553606389-3300","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Blessed and Victorious"
"1553606396-3665","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","More than One; Greater"
"1553606355-1840","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Alagheshan",""
"1553606367-2477","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Winner / Conqueror of Death; …"
"1553606363-2196","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Aswinraj",""
"1553606363-2278","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Lord Murugan; Lord of Wealth; One …"
"1553606399-3806","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Extending Far; Profound; …"
"1553606384-3103","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Imperishable; Lord Vishnu / Shiva; …"
"1553606384-3144","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Following Desires; Beautiful …"
"1553606367-2387","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Amithesh",""
"1553606399-3862","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Virtuous; Pious; Happier; Luckier; …"
"1553606376-2719","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Amudhan",""
"1553606376-2737","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Aniveer",""
"1553606363-2300","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Attraction"
"1553606396-3636","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","The Whole World / Universe"
"1553606391-3521","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Famous; Luminous; Brilliant; The …"
"1553606399-3709","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Aadi",""
"1553606399-3724","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Ahan",""
"1553606391-3417","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Aswin",""
"1553606384-3092","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Ashkan",""
"1553606389-3343","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Wealth; Power"
"1553606355-1940","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Enriched with Love; One who Loves …"
"1553606399-3735","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Akul",""
"1553606367-2456","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Lord; Indestructible"
"1553606399-3710","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Aady",""
"1553606372-2533","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Athiban",""
"1553606389-3248","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Adrian",""
"1553606391-3496","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Peace; Greeting; Safer; Freer; One …"
"1553606396-3683","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","God of Dev; Graceful"
"1553606376-2701","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Akilash",""
"1553606396-3662","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Brave; Fearless; Name of Lord …"
"1553606363-2309","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","In the Shadow of Soul"
"1553606389-3354","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Singer"
"1553606372-2556","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Azhagam",""
"1553606384-3114","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Noble and Bright; Highborn; …"
"1553606389-3256","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Ahilan",""
"1553606399-3783","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Expectation; Asylum; Side; Hope; …"
"1553606391-3382","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Anvit",""
"1553606372-2665","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Conquest; Complete Victory"
"1553606391-3515","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","First Ray of the Sun; Nature; …"
"1553606384-3045","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Aneesh",""
"1553606355-1984","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Hero for Heaven"
"1553606372-2530","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Atharwa",""
"1553606396-3639","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Name of Lord Shiva; Light; …"
"1553606355-1920","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Handsome and Sweet"
"1553606391-3438","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Aadhan",""
"1553606380-2894","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Aananta",""
"1553606396-3573","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Aaush",""
"1553606391-3525","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","First"
"1553606372-2655","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Son of the Sun"
"1553606372-2621","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Husband"
"1553606359-2022","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Annamalai",""
"1553606359-2051","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Ashokraja",""
"1553606389-3306","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Knowledge; Strong; One of the …"
"1553606384-3048","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Aniket",""
"1553606376-2825","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Ray of Sunlight"
"1553606359-2100","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Kind and Confident"
"1553606355-1915","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Aanandaswarup",""
"1553606359-2032","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Appukutty",""
"1553606396-3641","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Pleasant; Pleasure"
"1553606355-1861","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Anbuselvan",""
"1553606359-2079","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Alagarasan",""
"1553606396-3670","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Unique"
"1553606372-2554","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Ayyapan",""
"1553606355-1853","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Anandkumar",""
"1553606399-3733","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Akil",""
"1553606359-2073","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Adhiraiyan",""
"1553606367-2344","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Achuthan",""
"1553606391-3522","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Command; Message; Order"
"1553606367-2340","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Abisheak",""
"1553606399-3786","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Quit"
"1553606367-2389","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Amrender",""
"1553606380-2860","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Atikai",""
"1553606380-2969","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","The First God; Lord Shiva"
"1553606389-3228","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Aazath",""
"1553606372-2637","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","","Blessed with a Long Life"
"1553606363-2216","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Aanandhan",""
"1553606359-2070","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Abhinandan",""
"1553606376-2727","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Ananjan",""
"1553606359-2166","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Add Meaning"
"1553606355-1882","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Aadalarasan",""
"1553606363-2271","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Strong; Brave Man"
"1553606363-2202","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Athullya",""
"1553606391-3482","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Prayer Ceremony"
"1553606363-2179","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Arulmoli",""
"1553606380-2921","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","Abishek",""
"1553606389-3225","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Aatvik",""
"1553606396-3633","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","","Beloved"
"1553606389-3316","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Lord Shiva"
"1553606363-2184","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Arvindan",""
"1553606376-2822","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","God Gift"
"1553606380-2943","https://www.babynamesdirect.com/baby-names/tamil/boy/a/6","","Unique; Winner"
"1553606359-2132","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","","Sun Light; Natural; The Son of God …"
"1553606355-1942","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Another Name of Lord Shiva"
"1553606384-3036","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Amruth",""
"1553606391-3509","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","Earth"
"1553606391-3455","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","","One who Adorns"
"1553606355-1877","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Aswinkumar",""
"1553606399-3818","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Intelligent; Thoughtful; One who …"
"1553606355-1959","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Add Meaning"
"1553606384-3105","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Indestructible; Unlimited; God of …"
"1553606399-3816","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Unconquerable; Invincible; …"
"1553606355-1889","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Alaguselvan",""
"1553606355-1947","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","A Tamil Saint; Lotus"
"1553606384-3024","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Alagan",""
"1553606376-2742","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Anugrah",""
"1553606363-2229","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Abhimanue",""
"1553606389-3299","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Most Intelligent; One who is …"
"1553606367-2414","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","Anumuthu",""
"1553606389-3237","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","Adavan",""
"1553606384-3140","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Add Meaning"
"1553606367-2422","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Fearless Eye"
"1553606363-2200","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Athivish",""
"1553606372-2529","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Atharva",""
"1553606359-2055","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Athvikraj",""
"1553606389-3340","https://www.babynamesdirect.com/baby-names/tamil/boy/a/4","","Man who Commands Everything"
"1553606384-3135","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","","Stranger( Hindi); Stranger; One …"
"1553606359-2012","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Anbarasan",""
"1553606399-3846","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Younger Brother; Lord Ganesha; …"
"1553606363-2314","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","","Son of Arjuna"
"1553606376-2843","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Lion; King of Jungle; Brave Man; …"
"1553606355-1896","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","Arivazhagan",""
"1553606384-3037","https://www.babynamesdirect.com/baby-names/tamil/boy/a/5","Amudan",""
"1553606399-3861","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Powerful; Noble; Great; Truthful; …"
"1553606391-3427","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Avyam",""
"1553606376-2807","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Music"
"1553606367-2436","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Never Fail; No End"
"1553606372-2567","https://www.babynamesdirect.com/baby-names/tamil/boy/a/8","Aadyaith",""
"1553606355-1989","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","Kind and Prosperous"
"1553606355-1954","https://www.babynamesdirect.com/baby-names/tamil/boy/a/12","","One without Sorrow"
"1553606399-3789","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Elevated; High; Grandson of …"
"1553606363-2235","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Abishayan",""
"1553606359-2056","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Atmabhuvi",""
"1553606359-2072","https://www.babynamesdirect.com/baby-names/tamil/boy/a/11","Adalvallan",""
"1553606399-3785","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","","Beginning; First Born; Superior; …"
"1553606399-3781","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Asiq",""
"1553606376-2803","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","","Brave; Winner; Smart; Strong; …"
"1553606363-2236","https://www.babynamesdirect.com/baby-names/tamil/boy/a/10","Achyuthan",""
"1553606376-2688","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Adyaith",""
"1553606391-3404","https://www.babynamesdirect.com/baby-names/tamil/boy/a/3","Asher",""
"1553606396-3554","https://www.babynamesdirect.com/baby-names/tamil/boy/a/2","Aalok",""
"1553606376-2680","https://www.babynamesdirect.com/baby-names/tamil/boy/a/7","Adidhev",""
"1553606399-3769","https://www.babynamesdirect.com/baby-names/tamil/boy/a/1","Arja",""
"1553606367-2488","https://www.babynamesdirect.com/baby-names/tamil/boy/a/9","","Lovely Gem; Lord Shiva"
